1;1.08293;1.08293;1.08207;1.08216;1195229977
2;1.08216;1.08225;1.0816;1.08179;1226889996
3;1.08179;1.082;1.08147;1.08149;1238830013
4;1.0815;1.08203;1.08147;1.08202;911370002.7
5;1.08201;1.0825;1.08201;1.08228;1090030006
6;1.08227;1.08253;1.08227;1.08253;608900009.2
7;1.08253;1.08338;1.08242;1.08281;1865559990
8;1.08283;1.08299;1.08271;1.08293;1397870003
9;1.08292;1.08347;1.08291;1.08341;1480470001
10;1.08341;1.08392;1.08338;1.08385;2926419983
11;1.08385;1.08385;1.08355;1.08361;1946840019
12;1.08362;1.08387;1.08352;1.08373;1711679985
13;1.08374;1.08411;1.08366;1.0841;1910350006
14;1.08409;1.08429;1.08363;1.08413;1819139992
15;1.08412;1.08439;1.08377;1.08431;1791740005
16;1.08431;1.08453;1.08409;1.0841;1226460007
17;1.0841;1.0843;1.08352;1.08382;1462700012
18;1.08381;1.08388;1.08345;1.08348;1183769997
19;1.08349;1.0845;1.08345;1.08446;1229750011
20;1.08445;1.08487;1.08441;1.08458;1409979996
21;1.08458;1.08485;1.08443;1.08463;1358820000
22;1.08462;1.08465;1.0839;1.08418;1545509972
23;1.08417;1.08479;1.08416;1.08461;1561630001
24;1.0846;1.08485;1.0845;1.08459;887269989
25;1.08459;1.08466;1.08441;1.08442;1048389999
26;1.08442;1.08449;1.08435;1.08441;974040008.5
27;1.08441;1.08473;1.08438;1.08467;1177639988
28;1.08467;1.08502;1.08467;1.08495;1295469994
29;1.08495;1.08523;1.08495;1.08499;1266309986
30;1.08499;1.08513;1.08489;1.085;781650001.5
31;1.08501;1.08502;1.08455;1.08493;1275750008
32;1.08494;1.08515;1.08492;1.08513;1226510010
33;1.08512;1.08518;1.08493;1.08503;1214969994
34;1.08502;1.08505;1.08475;1.08477;536119997
35;1.08476;1.085;1.08466;1.08484;945759994.5
36;1.08485;1.08491;1.08473;1.08481;956609993
37;1.08481;1.08493;1.08461;1.08483;981539989.5
38;1.08481;1.08484;1.08453;1.08457;838140007
39;1.08457;1.08464;1.08434;1.08454;1129340012
40;1.08453;1.08455;1.08415;1.08426;1151689987
41;1.08426;1.08466;1.08426;1.08458;956909992.2
42;1.08459;1.08475;1.08457;1.08467;1123889996
